h0_avg_loss_group:0,h0_exp_avg_loss_group:0,h0_avg_acc_group:0,h0_processed_data_count_group:0,h0_update_data_count_group:0,h0_update_batch_count_group:0,h0_avg_loss_group:1,h0_exp_avg_loss_group:1,h0_avg_acc_group:1,h0_processed_data_count_group:1,h0_update_data_count_group:1,h0_update_batch_count_group:1,h0_avg_loss_group:2,h0_exp_avg_loss_group:2,h0_avg_acc_group:2,h0_processed_data_count_group:2,h0_update_data_count_group:2,h0_update_batch_count_group:2,h0_avg_loss_group:3,h0_exp_avg_loss_group:3,h0_avg_acc_group:3,h0_processed_data_count_group:3,h0_update_data_count_group:3,h0_update_batch_count_group:3,h0_avg_actual_loss,h0_avg_per_sample_loss,h0_avg_acc,h0_model_norm_sq,h0_reg_loss,h0_worst_group_acc,h0_mean_differences,h0_group_avg_acc,h1_avg_loss_group:0,h1_exp_avg_loss_group:0,h1_avg_acc_group:0,h1_processed_data_count_group:0,h1_update_data_count_group:0,h1_update_batch_count_group:0,h1_avg_loss_group:1,h1_exp_avg_loss_group:1,h1_avg_acc_group:1,h1_processed_data_count_group:1,h1_update_data_count_group:1,h1_update_batch_count_group:1,h1_avg_loss_group:2,h1_exp_avg_loss_group:2,h1_avg_acc_group:2,h1_processed_data_count_group:2,h1_update_data_count_group:2,h1_update_batch_count_group:2,h1_avg_loss_group:3,h1_exp_avg_loss_group:3,h1_avg_acc_group:3,h1_processed_data_count_group:3,h1_update_data_count_group:3,h1_update_batch_count_group:3,h1_avg_actual_loss,h1_avg_per_sample_loss,h1_avg_acc,h1_model_norm_sq,h1_reg_loss,h1_worst_group_acc,h1_mean_differences,h1_group_avg_acc,h0_alt_avg_loss_group:0,h0_alt_exp_avg_loss_group:0,h0_alt_avg_acc_group:0,h0_alt_processed_data_count_group:0,h0_alt_update_data_count_group:0,h0_alt_update_batch_count_group:0,h0_alt_avg_loss_group:1,h0_alt_exp_avg_loss_group:1,h0_alt_avg_acc_group:1,h0_alt_processed_data_count_group:1,h0_alt_update_data_count_group:1,h0_alt_update_batch_count_group:1,h0_alt_avg_loss_group:2,h0_alt_exp_avg_loss_group:2,h0_alt_avg_acc_group:2,h0_alt_processed_data_count_group:2,h0_alt_update_data_count_group:2,h0_alt_update_batch_count_group:2,h0_alt_avg_loss_group:3,h0_alt_exp_avg_loss_group:3,h0_alt_avg_acc_group:3,h0_alt_processed_data_count_group:3,h0_alt_update_data_count_group:3,h0_alt_update_batch_count_group:3,h0_alt_avg_actual_loss,h0_alt_avg_per_sample_loss,h0_alt_avg_acc,h0_alt_model_norm_sq,h0_alt_reg_loss,h0_alt_worst_group_acc,h0_alt_mean_differences,h0_alt_group_avg_acc,h1_alt_avg_loss_group:0,h1_alt_exp_avg_loss_group:0,h1_alt_avg_acc_group:0,h1_alt_processed_data_count_group:0,h1_alt_update_data_count_group:0,h1_alt_update_batch_count_group:0,h1_alt_avg_loss_group:1,h1_alt_exp_avg_loss_group:1,h1_alt_avg_acc_group:1,h1_alt_processed_data_count_group:1,h1_alt_update_data_count_group:1,h1_alt_update_batch_count_group:1,h1_alt_avg_loss_group:2,h1_alt_exp_avg_loss_group:2,h1_alt_avg_acc_group:2,h1_alt_processed_data_count_group:2,h1_alt_update_data_count_group:2,h1_alt_update_batch_count_group:2,h1_alt_avg_loss_group:3,h1_alt_exp_avg_loss_group:3,h1_alt_avg_acc_group:3,h1_alt_processed_data_count_group:3,h1_alt_update_data_count_group:3,h1_alt_update_batch_count_group:3,h1_alt_avg_actual_loss,h1_alt_avg_per_sample_loss,h1_alt_avg_acc,h1_alt_model_norm_sq,h1_alt_reg_loss,h1_alt_worst_group_acc,h1_alt_mean_differences,h1_alt_group_avg_acc,epoch,batch
0.0,0.0,0.0,0.0,0.0,0.0,0.4786463975906372,0.365913063287735,0.8217912912368774,1083.0,1083.0,50.0,1.0194056034088135,1.1425018310546875,0.16441000998020172,517.0,517.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653379499912262,0.6533792018890381,0.6093749403953552,,,0.0,0.4382973139484723,0.2465503253042698,0.0,0.0,0.0,0.0,0.0,0.0,0.4698830246925354,0.3663122355937958,0.8670361042022705,1083.0,1083.0,50.0,0.9839825630187988,1.13782799243927,0.17408116161823273,517.0,517.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636001467704773,0.636001467704773,0.643125057220459,,,0.0,0.46253157903750736,0.2602793164551258,0.0,0.0,0.0,0.0,0.0,0.0,1.0377569198608398,1.1995476484298706,0.17820864915847778,1083.0,1083.0,50.0,0.4846446216106415,0.3868534564971924,0.8355898857116699,517.0,517.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8590325713157654,0.8590325117111206,0.3906249701976776,,,0.0,0.4474963843822479,0.2534496337175369,0.0,0.0,0.0,0.0,0.0,0.0,1.0538709163665771,1.2062321901321411,0.13296401500701904,1083.0,1083.0,50.0,0.5105838179588318,0.3924972414970398,0.8259187340736389,517.0,517.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8783213496208191,0.8783212304115295,0.3568750023841858,,,0.0,0.43512003620465595,0.2397206872701645,0,49
0.0,0.0,0.0,0.0,0.0,0.0,0.41263777017593384,0.4603480100631714,0.9923223257064819,1042.0,1042.0,50.0,0.9786238074302673,0.9204694032669067,0.060931913554668427,558.0,558.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100254654884338,0.6100254058837891,0.6674998998641968,,,0.0,0.506316481779019,0.2633135598152876,0.0,0.0,0.0,0.0,0.0,0.0,0.40201491117477417,0.4603034555912018,0.9932821393013,1042.0,1042.0,50.0,0.9442916512489319,0.8382817506790161,0.10573480278253555,558.0,558.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5911338329315186,0.5911339521408081,0.6837500333786011,,,0.0,0.5142635367810726,0.2747542355209589,0.0,0.0,0.0,0.0,0.0,0.0,1.1143690347671509,1.0197640657424927,0.007677543442696333,1042.0,1042.0,50.0,0.48979002237319946,0.5259184241294861,0.9390681385993958,558.0,558.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8965470194816589,0.8965471386909485,0.33250001072883606,,,0.0,0.4708136598734806,0.23668642051052302,0.0,0.0,0.0,0.0,0.0,0.0,1.134217381477356,1.0348325967788696,0.006717849522829056,1042.0,1042.0,50.0,0.5136219263076782,0.5755772590637207,0.8942652940750122,558.0,558.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9177848100662231,0.9177847504615784,0.3162500262260437,,,0.0,0.4482522886246443,0.22524578589946032,0,99
0.0,0.0,0.0,0.0,0.0,0.0,0.3959723114967346,0.3898787498474121,0.9941916465759277,1033.0,1033.0,50.0,0.9335577487945557,0.9033945798873901,0.10934744775295258,567.0,567.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5864793658256531,0.5864791870117188,0.6806249618530273,,,0.0,0.515320397913456,0.2758847735822201,0.0,0.0,0.0,0.0,0.0,0.0,0.38704928755760193,0.365105539560318,0.9864471554756165,1033.0,1033.0,50.0,0.9044768214225769,0.8521487712860107,0.1816578507423401,567.0,567.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570412814617157,0.5704126358032227,0.701249897480011,,,0.0,0.5234998861948649,0.29202625155448914,0.0,0.0,0.0,0.0,0.0,0.0,1.1567679643630981,1.1744506359100342,0.0058083259500563145,1033.0,1033.0,50.0,0.5210651755332947,0.5465593338012695,0.8906522989273071,567.0,567.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9314908981323242,0.9314907789230347,0.3193749189376831,,,0.0,0.44629420378866297,0.22411515621934086,0.0,0.0,0.0,0.0,0.0,0.0,1.1819614171981812,1.2197898626327515,0.013552757911384106,1033.0,1033.0,50.0,0.5464274287223816,0.5814121961593628,0.8183420896530151,567.0,567.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9567440748214722,0.9567440748214722,0.29874998331069946,,,0.0,0.41142983781173825,0.2079737118910998,0,149
0.0,0.0,0.0,0.0,0.0,0.0,0.40667715668678284,0.317410945892334,0.9725490212440491,1020.0,1020.0,50.0,0.8060070276260376,0.916803777217865,0.3241378366947174,580.0,580.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5514341592788696,0.5514342784881592,0.7374999523162842,,,0.0,0.5402974834044775,0.3241717144846916,0.0,0.0,0.0,0.0,0.0,0.0,0.4008193016052246,0.2958593964576721,0.9696077704429626,1020.0,1020.0,50.0,0.7896258234977722,0.9001120924949646,0.4051724970340729,580.0,580.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5417616367340088,0.5417616367340088,0.7649999856948853,,,0.0,0.5523326347271601,0.3436950668692589,0.0,0.0,0.0,0.0,0.0,0.0,1.1486849784851074,1.3720475435256958,0.027450978755950928,1020.0,1020.0,50.0,0.6241319179534912,0.5306442975997925,0.6758620738983154,580.0,580.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9585346579551697,0.9585344791412354,0.26249998807907104,,,0.0,0.34250620007514954,0.1758282631635666,0.0,0.0,0.0,0.0,0.0,0.0,1.166496753692627,1.4205902814865112,0.030392155051231384,1020.0,1020.0,50.0,0.6516531705856323,0.5706415176391602,0.5948275327682495,580.0,580.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9798661470413208,0.9798659682273865,0.23499998450279236,,,0.0,0.30247912555933,0.15630492195487022,0,199
0.0,0.0,0.0,0.0,0.0,0.0,0.3550223708152771,0.3413785696029663,0.9813083410263062,1070.0,1070.0,50.0,0.8187613487243652,0.8604108691215515,0.2924528121948242,530.0,530.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5086358785629272,0.5086358785629272,0.7531249523162842,,,0.0,0.5393963058789571,0.3184402883052826,0.0,0.0,0.0,0.0,0.0,0.0,0.34903013706207275,0.3031519055366516,0.9691588878631592,1070.0,1070.0,50.0,0.7959783673286438,0.7627620697021484,0.38679248094558716,530.0,530.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4970817565917969,0.4970817565917969,0.7762500047683716,,,0.0,0.5490448574225107,0.3389878422021866,0.0,0.0,0.0,0.0,0.0,0.0,1.2744386196136475,1.3125842809677124,0.018691588193178177,1070.0,1070.0,50.0,0.6175916790962219,0.5797666311264038,0.7075471878051758,530.0,530.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0568585395812988,1.0568580627441406,0.24687501788139343,,,0.0,0.3568888586014509,0.1815596939995885,0.0,0.0,0.0,0.0,0.0,0.0,1.2978109121322632,1.3844666481018066,0.030841121450066566,1070.0,1070.0,50.0,0.6502711772918701,0.6889030337333679,0.6132075786590576,530.0,530.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08331298828125,1.0833133459091187,0.2237500101327896,,,0.0,0.31174397623787325,0.16101217502728105,0,249
0.0,0.0,0.0,0.0,0.0,0.0,0.3775380253791809,0.29540473222732544,0.965853750705719,1025.0,1025.0,50.0,0.7560769319534302,0.7931574583053589,0.46434786915779114,575.0,575.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5135754346847534,0.5135754346847534,0.7856250405311584,,,0.0,0.560318186879158,0.35755040496587753,0.0,0.0,0.0,0.0,0.0,0.0,0.36740732192993164,0.27485132217407227,0.9473173022270203,1025.0,1025.0,50.0,0.7300773859024048,0.7668808698654175,0.5026086568832397,575.0,575.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49774184823036194,0.4977418780326843,0.7875001430511475,,,0.0,0.55742676059405,0.362481489777565,0.0,0.0,0.0,0.0,0.0,0.0,1.2345919609069824,1.4020934104919434,0.03414634242653847,1025.0,1025.0,50.0,0.687983512878418,0.656169593334198,0.535652220249176,575.0,575.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0381547212600708,1.0381546020507812,0.21437501907348633,,,0.0,0.27351716719567776,0.14244964066892862,0.0,0.0,0.0,0.0,0.0,0.0,1.2706573009490967,1.4659349918365479,0.05268292501568794,1025.0,1025.0,50.0,0.7269973754882812,0.6894162893295288,0.4973914325237274,575.0,575.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0752791166305542,1.0752794742584229,0.21250005066394806,,,0.0,0.2574762037644784,0.13751858938485384,0,299
0.0,0.0,0.0,0.0,0.0,0.0,0.31516724824905396,0.33932730555534363,0.9840525984764099,1066.0,1066.0,50.0,0.8467431664466858,0.8351093530654907,0.3108614385128021,534.0,534.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49258074164390564,0.49258071184158325,0.7593750357627869,,,0.0,0.5438365389903387,0.323728509247303,0.0,0.0,0.0,0.0,0.0,0.0,0.31006884574890137,0.3317611813545227,0.9793619513511658,1066.0,1066.0,50.0,0.8217582106590271,0.8286956548690796,0.3670412003993988,534.0,534.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4808451533317566,0.4808451533317566,0.7749999165534973,,,0.0,0.5508545090754827,0.33660078793764114,0.0,0.0,0.0,0.0,0.0,0.0,1.3963617086410522,1.2928175926208496,0.01594746671617031,1066.0,1066.0,50.0,0.6144981384277344,0.6697829961776733,0.6891385316848755,534.0,534.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135414958000183,1.135414719581604,0.24062499403953552,,,0.0,0.34722717696179944,0.17627149960026145,0.0,0.0,0.0,0.0,0.0,0.0,1.4259676933288574,1.3280166387557983,0.02063789777457714,1066.0,1066.0,50.0,0.6454133987426758,0.6530451774597168,0.632958710193634,534.0,534.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.165457844734192,1.1654577255249023,0.22499997913837433,,,0.0,0.3199190047259132,0.1633991519920528,0,349
0.0,0.0,0.0,0.0,0.0,0.0,0.3542253375053406,0.40469202399253845,0.969052255153656,1034.0,1034.0,50.0,0.7290974855422974,0.5720112919807434,0.4946996569633484,566.0,566.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48683634400367737,0.48683637380599976,0.8012500405311584,,,0.0,0.5669760704040527,0.3659379780292511,0.0,0.0,0.0,0.0,0.0,0.0,0.3465477526187897,0.4035641551017761,0.9574466943740845,1034.0,1034.0,50.0,0.7101323008537292,0.5689487457275391,0.5141343474388123,566.0,566.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47516578435897827,0.47516578435897827,0.8006249666213989,,,0.0,0.564412405093511,0.3678952604532242,0.0,0.0,0.0,0.0,0.0,0.0,1.2951936721801758,1.1589155197143555,0.030947774648666382,1034.0,1034.0,50.0,0.719697117805481,0.8552764058113098,0.5053005218505859,566.0,566.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0916117429733276,1.0916117429733276,0.19875004887580872,,,0.0,0.25780822336673737,0.13406207412481308,0.0,0.0,0.0,0.0,0.0,0.0,1.32875657081604,1.17256760597229,0.042553193867206573,1034.0,1034.0,50.0,0.749580442905426,0.8910999298095703,0.4858657419681549,566.0,566.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1238728761672974,1.123872995376587,0.1993750035762787,,,0.0,0.25002506996194523,0.13210473395884037,0,399
0.0,0.0,0.0,0.0,0.0,0.0,0.3044194281101227,0.3258719742298126,0.9847474694252014,1049.0,1049.0,50.0,0.8087051510810852,0.7512232661247253,0.3901996314525604,551.0,551.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47808289527893066,0.4780828356742859,0.7800000905990601,,,0.0,0.5574070066213608,0.34373677521944046,0.0,0.0,0.0,0.0,0.0,0.0,0.29881834983825684,0.31175100803375244,0.9809342622756958,1049.0,1049.0,50.0,0.7979331016540527,0.7155967354774475,0.4301270544528961,551.0,551.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4707010090351105,0.4707010090351105,0.7912499904632568,,,0.0,0.5621549735466639,0.352765329182148,0.0,0.0,0.0,0.0,0.0,0.0,1.4335391521453857,1.3582019805908203,0.015252619981765747,1049.0,1049.0,50.0,0.6512384414672852,0.6674260497093201,0.609800398349762,551.0,551.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16413414478302,1.1641343832015991,0.2200000286102295,,,0.0,0.3074423025051753,0.15626325458288193,0.0,0.0,0.0,0.0,0.0,0.0,1.4675308465957642,1.4067240953445435,0.019065778702497482,1049.0,1049.0,50.0,0.6795183420181274,0.711310863494873,0.5698728561401367,551.0,551.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1961594820022583,1.1961590051651,0.20874997973442078,,,0.0,0.28811405785381794,0.14723465871065855,0,449
0.0,0.0,0.0,0.0,0.0,0.0,0.3443070352077484,0.3437585234642029,0.9583727121353149,1057.0,1057.0,50.0,0.706716001033783,0.7735673785209656,0.5377532839775085,543.0,543.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46729952096939087,0.46729955077171326,0.8156249523162842,,,0.0,0.5688119033972422,0.37403149902820587,0.0,0.0,0.0,0.0,0.0,0.0,0.3372339606285095,0.30113932490348816,0.9564806222915649,1057.0,1057.0,50.0,0.6810814142227173,0.6664398908615112,0.5819521546363831,543.0,543.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45392724871635437,0.4539271593093872,0.8293749690055847,,,0.0,0.5752323369185129,0.384608194231987,0.0,0.0,0.0,0.0,0.0,0.0,1.3294379711151123,1.3439427614212036,0.041627250611782074,1057.0,1057.0,50.0,0.7469216585159302,0.6636594533920288,0.4622468650341034,543.0,543.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.131746768951416,1.131746530532837,0.18437503278255463,,,0.0,0.23806130761901537,0.12596852891147137,0.0,0.0,0.0,0.0,0.0,0.0,1.3666349649429321,1.4523868560791016,0.043519388884305954,1057.0,1057.0,50.0,0.7911247611045837,0.825481116771698,0.41804784536361694,543.0,543.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1713217496871948,1.171321153640747,0.1706249713897705,,,0.0,0.21627715416252613,0.11539180856198072,0,499
